Course name,Campus,"Course code","Fee type", Duration,"Prev LSR","Avail INT"
Bachelor of Social Work,UOW Shoalhaven,755341,CSP,4F/EqP,81.60,Y
Bachelor of Sport,UOW Wollongong,755100,CSP,3F/EqP,72.50,Y
Bachelor of Sustainable Communities,UOW Wollongong,755255,CSP,3F/EqP,96.90,Y
Bachelor of Technology,UOW Wollongong,754550,CSP,3F/EqP,70.80,Y
Diploma of Arts, Social Science and Humanities,UOW Wollongong,759610,CSP,1F/EqP,33.35,N
Diploma of Arts, Social Science and Humanities Fast Track,UOW Wollongong,759625,CSP,0.7F/EqP,47.15,N
Diploma of Arts, Social Science and Humanities Fast Track/Bachelor of Arts,UOW Wollongong,758001,CSP,3F/EqP,47.15,N
Diploma of Arts, Social Science and Humanities Fast Track/Bachelor of Communication and Media,UOW Wollongong,758002,CSP,3.7F/EqP,47.15,N
Diploma of Arts, Social Science and Humanities Fast Track/Bachelor of Creative Arts,UOW Wollongong,758003,CSP,3.7F/EqP,47.15,N
Diploma of Arts, Social Science and Humanities Fast Track/Bachelor of International Studies,UOW Wollongong,758004,CSP,3.7F/EqP,47.15,N
Diploma of Arts, Social Science and Humanities Fast Track/Bachelor of Psychological Science - Bachelor of Social Science,UOW Wollongong,758005,CSP,5.2F/EqP,47.15,N
Diploma of Arts, Social Science and Humanities Fast Track/Bachelor of Public Health,UOW Wollongong,758006,CSP,3.7F/EqP,47.15,N
Diploma of Arts, Social Science and Humanities Fast Track/Bachelor of Social Science,UOW Wollongong,758007,CSP,3F/EqP,47.15,N
Diploma of Arts, Social Science and Humanities Fast Track/Bachelor of Social Work,UOW Wollongong,758008,CSP,4.7F/EqP,47.15,N
Diploma of Arts, Social Science and Humanities/Bachelor of Arts,UOW Wollongong,758021,CSP,3F/EqP,33.35,N
Diploma of Arts, Social Science and Humanities/Bachelor of Communication and Media,UOW Wollongong,758022,CSP,4F/EqP,33.35,N
Diploma of Arts, Social Science and Humanities/Bachelor of Creative Arts,UOW Wollongong,758023,CSP,4F/EqP,33.35,N
Diploma of Arts, Social Science and Humanities/Bachelor of International Studies,UOW Wollongong,758024,CSP,4F/EqP,33.35,N
Diploma of Arts, Social Science and Humanities/Bachelor of Psychological Science – Bachelor of Social Science,UOW Wollongong,758025,CSP,5.5F/EqP,33.35,N
Diploma of Arts, Social Science and Humanities/Bachelor of Public Health,UOW Wollongong,758026,CSP,4F/EqP,33.35,N


"Diploma of Arts, Social Science and Humanities/Bachelor of Social Science",UOW Wollongong,758027,CSP,3F/EqP,33.35,N
"Diploma of Arts, Social Science and Humanities/Bachelor of Social Work",UOW Wollongong,758028,CSP,5F/EqP,33.35,N
Diploma of Business,UOW Wollongong,759590,CSP,1F/EqP,31.35,Y
Diploma of Business,UOW Liverpool,759595,CSP,1F/EqP,31.35,Y
Diploma of Business Fast Track,UOW Wollongong,759030,CSP,0.7F/EqP,46.60,Y
Diploma of Business Fast Track,UOW Liverpool,759035,CSP,0.7F/EqP,46.60,Y
Diploma of Business Fast Track/Bachelor of Business,UOW Wollongong,758031,CSP,3F/EqP,45.40,N
Diploma of Business Fast Track/Bachelor of Business,UOW Liverpool,758034,CSP,3F/EqP,45.40,N
Diploma of Business Fast Track/Bachelor of Business Administration,UOW Wollongong,758032,CSP,3F/EqP,45.40,N
Diploma of Business Fast Track/Bachelor of Business Administration,UOW Liverpool,758035,CSP,3F/EqP,45.40,N
Diploma of Business/Bachelor of Business,UOW Wollongong,758041,CSP,3F/EqP,41.30,N
Diploma of Business/Bachelor of Business,UOW Liverpool,758044,CSP,3F/EqP,41.30,N
Diploma of Business/Bachelor of Business Administration,UOW Wollongong,758042,CSP,3F/EqP,41.30,N
Diploma of Business/Bachelor of Business Administration,UOW Liverpool,758045,CSP,3F/EqP,41.30,N
Diploma of Engineering,UOW Wollongong,759630,CSP,1.5F/EqP,43.25,Y
Diploma of Engineering Fast Track,UOW Wollongong,759050,CSP,0.7F/EqP,60.55,Y
"Diploma of Engineering Fast Track/Bachelor of Engineering (Honours) (Flexible First Year)",UOW Wollongong,758051,CSP,4F/EqP,60.55,N
"Diploma of Engineering/Bachelor of Engineering (Honours) (Flexible First Year)",UOW Wollongong,758053,CSP,4.5F/EqP,43.25,N
Diploma of Information Technology,UOW Wollongong,759600,CSP,1F/EqP,36.10,Y
Diploma of Information Technology,UOW Liverpool,759605,CSP,1F/EqP,36.10,Y
Diploma of Information Technology Fast Track,UOW Wollongong,759010,CSP,0.7F/EqP,55.15,Y
Diploma of Information Technology Fast Track,UOW Liverpool,759015,CSP,0.7F/EqP,55.15,Y
"Diploma of Information Technology Fast Track/ Bachelor of Business Information Systems",UOW Liverpool,758066,CSP,3F/EqP,55.15,N
"Diploma of Information Technology Fast Track/Bachelor of Business Information Systems",UOW Wollongong,758061,CSP,3F/EqP,55.15,N
"Diploma of Information Technology Fast Track/Bachelor of Computer Science",UOW Wollongong,758062,CSP,3F/EqP,55.15,N
"Diploma of Information Technology Fast Track/Bachelor of Computer Science",UOW Liverpool,758068,CSP,3F/EqP,55.15,N
"Diploma of Information Technology Fast Track/Bachelor of Information Technology",UOW Wollongong,758063,CSP,3F/EqP,55.15,N
"Diploma of Information Technology Fast Track/Bachelor of Information Technology",UOW Liverpool,758067,CSP,3F/EqP,55.15,N
Diploma of Information Technology Fast Track/Bachelor of Technology,UOW Wollongong,758064,CSP,3.7F/EqP,55.15,N
"Diploma of Information Technology/Bachelor of Business Information Systems",UOW Wollongong,758071,CSP,3F/EqP,36.10,N
"Diploma of Information Technology/Bachelor of Business Information Systems",UOW Liverpool,758076,CSP,3F/EqP,36.10,N
Diploma of Information Technology/Bachelor of Computer Science,UOW Wollongong,758072,CSP,3F/EqP,36.10,N
Diploma of Information Technology/Bachelor of Computer Science,UOW Liverpool,758077,CSP,3F/EqP,36.10,N
Diploma of Information Technology/Bachelor of Information Technology,UOW Wollongong,758073,CSP,3F/EqP,36.10,N
Diploma of Information Technology/Bachelor of Information Technology,UOW Liverpool,758078,CSP,3F/EqP,36.10,N
Diploma of Information Technology/Bachelor of Technology,UOW Wollongong,758074,CSP,4F/EqP,36.10,N
Diploma in Languages,UOW Wollongong,753140,CSP,3P,N/A,N
Diploma of Medical and Health Sciences,UOW Wollongong,759620,CSP,1F/EqP,36.60,N
Diploma of Medical and Health Sciences Fast Track,UOW Wollongong,759055,CSP,0.7F/EqP,60.30,N


"Diploma of Medical and Health Sciences Fast Track/Bachelor of Exercise Science",UOW Wollongong,758081,CSP,3F/EqP,60.30,N
"Diploma of Medical and Health Sciences Fast Track/Bachelor of Medical and Health Sciences",UOW Wollongong,758082,CSP,3F/EqP,60.30,N
"Diploma of Medical and Health Sciences Fast Track/Bachelor of Nutrition Science",UOW Wollongong,758083,CSP,3F/EqP,60.30,N
Diploma of Medical and Health Sciences/Bachelor of Exercise Science,UOW Wollongong,758086,CSP,3F/EqP,36.60,N
"Diploma of Medical and Health Sciences/Bachelor of Medical and Health Sciences",UOW Wollongong,758087,CSP,3F/EqP,36.60,N
Diploma of Medical and Health Sciences/Bachelor of Nutrition Science,UOW Wollongong,758088,CSP,3F/EqP,36.60,N
Diploma of Nursing – HLT54121,UOW Wollongong,758090,VET,1.5F,new,Y
Diploma of Nursing – HLT54121,UOW Liverpool,758095,VET,1.5F,new,Y
Diploma of Nursing – HLT54121/Bachelor of Nursing,UOW Wollongong,758091,VET,3.5F,new,N
Diploma of Nursing – HLT54121/Bachelor of Nursing,UOW Liverpool,758096,VET,3.5F,new,N
Diploma of Science,UOW Wollongong,759615,CSP,1F/EqP,41.45,Y
Diploma of Science Fast Track,UOW Wollongong,759040,CSP,0.7F/EqP,61.30,Y
Diploma of Science Fast Track/Bachelor of Science,UOW Wollongong,758101,CSP,3F/EqP,61.30,N
Diploma of Science/Bachelor of Science,UOW Wollongong,758106,CSP,3F/EqP,41.45,N
University Entrance Program (Stream 1: Business and the Humanities),UOW Wollongong,759560,CSP,0.3F/EqP,42.10,N
University Entrance Program (Stream 1: Business and the Humanities),UOW Liverpool,759565,CSP,0.3F/EqP,42.10,N
University Entrance Program (Stream 1: Business and the Humanities),Distance,759570,CSP,0.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Arts,UOW Wollongong,758113,CSP,3.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Arts,"Distance/UOW Bega Valley",758114,CSP,3.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Arts,"Distance/UOW Shoalhaven",758115,CSP,3.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Arts (Psychology),UOW Wollongong,758116,CSP,3.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Business,UOW Wollongong,758123,CSP,3.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Business,"Distance/UOW Eurobodalla",758124,CSP,3.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Business,"Distance/UOW Shoalhaven",758125,CSP,3.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Business,UOW Liverpool,758126,CSP,3.3F/EqP,42.10,N
"University Entrance Program (Stream 1)/Bachelor of Business Administration",UOW Wollongong,758127,CSP,3.3F/EqP,42.10,N
"University Entrance Program (Stream 1)/Bachelor of Business Administration",UOW Liverpool,758128,CSP,3.3F/EqP,42.10,N
"University Entrance Program (Stream 1)/Bachelor of Education – The Early Years",UOW Wollongong,758121,CSP,4.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Journalism,UOW Wollongong,758117,CSP,3.3F/EqP,42.10,N
"University Entrance Program (Stream 1)/Bachelor of Psychological Science",UOW Wollongong,758118,CSP,3.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Social Science,UOW Wollongong,758119,CSP,3.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Social Science,"Distance/UOW Shoalhaven",758129,CSP,3.3F/EqP,42.10,N
University Entrance Program (Stream 1)/Bachelor of Sport,UOW Wollongong,758120,CSP,3.3F/EqP,42.10,N
"University Entrance Program (Stream 1)/Bachelor of Sustainable Communities",UOW Wollongong,758122,CSP,3.3F/EqP,42.10,N
"University Entrance Program (Stream 2: Science and Information Technology)",UOW Wollongong,759575,CSP,0.3F/EqP,N/A,N
"University Entrance Program (Stream 2: Science and Information Technology)",UOW Liverpool,759580,CSP,0.3F/EqP,N/A,N


University Entrance Program (Stream 2)/Bachelor of Geography,UOW Wollongong,758133,CSP,3.3F/EqP,N/A,N
University Entrance Program (Stream 2)/Bachelor of Science,UOW Wollongong,758132,CSP,3.3F/EqP,N/A,N
University Entrance Program (Stream 3: Engineering),UOW Wollongong,759585,CSP,0.7F/EqP,48.35,N
University Entrance Program (Stream 3)/Bachelor of Mathematics,UOW Wollongong,758136,CSP,3.3F/EqP,48.35,N
"University Entrance Program (Stream 3)/Bachelor of Medical and Radiation Physics",UOW Wollongong,758137,CSP,3.3F/EqP,48.35,N
University Entrance Program (Stream 3)/Bachelor of Science,UOW Wollongong,758138,CSP,3.3F/EqP,48.35,N


Bachelor of Actuarial Studies,Sydney – Kensington,424300,CSP,3F,98.00,Y
Bachelor of Actuarial Studies (Co-op),Sydney – Kensington,424620,CSP,4F,N/A,N
Bachelor of Advanced Computer Science (Honours),Sydney – Kensington,425805,CSP,4F,new,Y
Bachelor of Advanced Science (Honours),Sydney – Kensington,429350,CSP,4F,93.00,Y
Bachelor of Advanced Science (Honours)/Bachelor of Arts,Sydney – Kensington,429370,CSP,5F,97.75,Y
Bachelor of Advanced Science (Honours)/Bachelor of Engineering (Honours),Sydney – Kensington,429360,CSP,6F,93.80,Y
Bachelor of Advanced Science (Honours)/Bachelor of Science (Computer Science),Sydney – Kensington,429361,CSP,5F,93.00,Y
Bachelor of Advanced Science (Hons)/Bachelor of Fine Arts,Sydney – Kensington,429396,CSP,5F,99.95,Y
Bachelor of Advanced Science (Hons)/Bachelor of Social Sciences,Sydney – Kensington,429380,CSP,5F,95.65,Y
Bachelor of Applied Exercise Science/Master of Clinical Exercise Physiology,Sydney – Kensington,428600,CSP,4.4F,88.00,Y
Bachelor of Architectural Studies,Sydney – Kensington,423000,CSP,3F,90.05,Y
Bachelor of Arts,Sydney – Kensington,422000,CSP,3F,80.00,Y
Bachelor of Arts/Bachelor of Education (Secondary),Sydney – Kensington,422100,CSP,4F,80.00,Y
Bachelor of Arts/Bachelor of Medical Studies/Doctor of Medicine,Sydney – Kensington,428000,CSP,6-8F,N/A,Y
Bachelor of Aviation (Flying),Sydney – Kensington,429500,CSP,3F,N/A,Y
Bachelor of Aviation (Management),Sydney – Kensington,429520,CSP,3F,80.25,Y
Bachelor of Biotechnology (Honours),Sydney – Kensington,429400,CSP,4F,80.00,Y
Bachelor of City Planning (Honours),Sydney – Kensington,423600,CSP,4F,80.05,Y
Bachelor of Commerce,Sydney – Kensington,424000,CSP,3F,93.00,Y
Bachelor of Commerce (Co-op),Sydney – Kensington,424600,CSP,4F,N/A,N
Bachelor of Commerce (Co-op) (Honours),Sydney – Kensington,424601,CSP,4F,N/A,N
Bachelor of Commerce (International),Sydney – Kensington,424050,CSP,4F,96.25,Y
Bachelor of Commerce/Bachelor of Education (Secondary),Sydney – Kensington,422120,CSP,4F,93.80,Y
Bachelor of Commerce/Bachelor of Science (Advanced Mathematics) (Honours),Sydney – Kensington,424200,CSP,5F,93.90,Y
Bachelor of Construction Management & Property,Sydney – Kensington,423200,CSP,3F,80.15,Y
Bachelor of Criminology and Criminal Justice,Sydney – Kensington,422350,CSP,3F,80.25,Y
Bachelor of Data Science and Decisions,Sydney – Kensington,429150,CSP,3F,90.15,Y
Bachelor of Design,Sydney – Paddington,421050,CSP,3F,80.05,Y
Bachelor of Design/Bachelor of Education (Secondary),Sydney – Kensington,422145,CSP,4F,80.70,Y
Bachelor of Design/Bachelor of Media,Sydney – Paddington,421051,CSP,4F,80.10,Y
Bachelor of Economics,Sydney – Kensington,424400,CSP,3F,91.00,Y
Bachelor of Economics/Bachelor of Advanced Mathematics (Honours),Sydney – Kensington,424460,CSP,5F,93.30,Y
Bachelor of Economics/Bachelor of Advanced Science (Honours),Sydney – Kensington,424470,CSP,5F,93.85,Y
Bachelor of Economics/Bachelor of Education (Secondary),Sydney – Kensington,422130,CSP,4F,94.70,Y
Bachelor of Economics/Bachelor of Science (Computer Science),Sydney – Kensington,424480,CSP,4F,91.20,Y
Bachelor of Engineering (Honours) (Aerospace/Mechanical and Manufacturing/Mechanical),Sydney – Kensington,425050,CSP,4F,90.00,Y
Bachelor of Engineering (Honours) (Bioinformatics),Sydney – Kensington,425770,CSP,4F,90.30,Y
Bachelor of Engineering (Honours) (Chemical/Chemical Product Engineering),Sydney – Kensington,425550,CSP,4F,90.35,Y
Bachelor of Engineering (Honours) (Civil with Architecture),Sydney – Kensington,425450,CSP,4F,94.25,Y
Bachelor of Engineering (Honours) (Civil), including Geotechnical, Management, Structural, Transport or Water and Coastal,Sydney – Kensington,425400,CSP,4F,90.70,Y
Bachelor of Engineering (Honours) (Civil)/Bachelor of Surveying,Sydney – Kensington,425402,CSP,5F,90.35,Y,


Bachelor of Engineering (Honours) (Computer),Sydney – Kensington,425700,CSP,4F,91.70,Y
Bachelor of Engineering (Honours) (Electrical) or Bachelor of Engineering (Honours) (Telecommunications) or Bachelor of Engineering (Honours) (Quantum),Sydney – Kensington,425100,CSP,4F,90.00,Y
Bachelor of Engineering (Honours) (Electrical)/Master of Engineering (Electrical),Sydney – Kensington,425150,CSP,5F,96.75,Y
Bachelor of Engineering (Honours) (Environmental),Sydney – Kensington,425470,CSP,4F,92.50,Y
Bachelor of Engineering (Honours) (Flexible First Year),Sydney – Kensington,425000,CSP,4F,90.00,Y
Bachelor of Engineering (Honours) (Materials Science and Engineering),Sydney – Kensington,429600,CSP,4F,85.00,Y
Bachelor of Engineering (Honours) (Materials Science and Engineering)/Bachelor of Commerce,Sydney – Kensington,429610,CSP,5.7F,93.85,Y
Bachelor of Engineering (Honours) (Materials Science and Engineering)/Bachelor of Engineering Science (Chemical Engineering),Sydney – Kensington,429620,CSP,5F,98.15,Y
Bachelor of Engineering (Honours) (Materials Science and Engineering)/Master of Biomedical Engineering,Sydney – Kensington,429630,CSP,5F,90.15,Y
Bachelor of Engineering (Honours) (Mechatronic),Sydney – Kensington,425020,CSP,4F,90.35,Y
Bachelor of Engineering (Honours) (Mining),Sydney – Kensington,425300,CSP,4F,90.70,Y
Bachelor of Engineering (Honours) (Photovoltaics and Solar Energy/Renewable Energy),Sydney – Kensington,425200,CSP,4F,92.70,Y
Bachelor of Engineering (Honours) (Software),Sydney – Kensington,425750,CSP,4F,90.05,Y
Bachelor of Engineering (Honours) (Surveying),Sydney – Kensington,425500,CSP,4F,90.10,Y
Bachelor of Engineering (Honours) combined with B Arts, B Science, B Science (Computer Science),Sydney – Kensington,425850,CSP,5-5.7F,90.00,Y
Bachelor of Engineering (Honours)(Bioinformatics, Chemical, Computer, Electrical, Mechanical, Mechatronic, Software, Telecom)/Master of Biomedical Eng,Sydney – Kensington,425950,CSP,5F,90.00,Y
Bachelor of Engineering (Honours)/Bachelor of Commerce,Sydney – Kensington,425900,CSP,5.7F,93.35,Y
Bachelor of Engineering (Honours)/Bachelor of Engineering Science,Sydney – Kensington,425401,CSP,5F,93.25,Y
Bachelor of Environmental Management,Sydney – Kensington,429540,CSP,3F,80.60,Y
Bachelor of Environmental Management/Bachelor of Arts,Sydney – Kensington,429560,CSP,4.7F,81.80,Y
Bachelor of Exercise Science/Master of Physiotherapy and Exercise Physiology,Sydney – Kensington,428500,CSP,5F,98.00,Y
Bachelor of Fine Arts,Sydney – Paddington,421010,CSP,3F,80.30,Y
Bachelor of Fine Arts/Bachelor of Arts,Sydney – Paddington/Kensington,421020,CSP,4F,80.45,Y
Bachelor of Fine Arts/Bachelor of Education (Secondary),Sydney – Kensington,422143,CSP,4F,80.60,Y
Bachelor of Fine Arts/Bachelor of Engineering (Hons),Sydney – Kensington,425560,CSP,5.7F,92.15,Y
Bachelor of Fine Arts/Bachelor of Media,Sydney – Kensington,421030,CSP,4F,80.85,Y
Bachelor of Food Science (Honours),Sydney – Kensington,425600,CSP,4F,85.85,Y
Bachelor of Information Systems,Sydney – Kensington,424500,CSP,3F,88.00,Y
Bachelor of Information Systems (Co-op) (Honours),Sydney – Kensington,424640,CSP,4F,N/A,N
Bachelor of Interior Architecture (Honours),Sydney – Kensington,423400,CSP,4F,80.05,Y
Bachelor of International Public Health,Sydney – Kensington/Online,428200,CSP,3F/D,81.10,Y
Bachelor of Landscape Architecture (Honours),Sydney – Kensington,423500,CSP,4F,80.80,Y
Bachelor of Media,Sydney – Kensington,422800,CSP,3F,80.20,Y
Bachelor of Media/Bachelor of Arts,Sydney – Kensington,422810,CSP,4F,80.05,Y
Bachelor of Media/Bachelor of Social Sciences,Sydney – Kensington,422302,CSP,4F,80.20,Y
Bachelor of Medical Science,Sydney – Kensington,429700,CSP,3F,88.00,Y
Bachelor of Medicinal Chemistry (Honours),Sydney – Kensington,429720,CSP,4F,88.55,Y
Bachelor of Nutrition/Master of Dietetics and Food Innovation,Sydney – Kensington,428300,CSP,5F,90.55,Y


Bachelor of Pharmaceutical Medicine/Master of Pharmacy,Sydney – Kensington,428400,CSP,5F,92.05,Y
"Bachelor of Politics, Philosophy and Economics",Sydney – Kensington,422310,CSP,3F,90.00,Y
Bachelor of Psychological Science,Sydney – Kensington,429800,CSP,3F,83.00,Y
Bachelor of Psychology (Honours),Sydney – Kensington,429850,CSP,4F,98.00,Y
Bachelor of Psychology (Honours)/Bachelor of Laws,Sydney – Kensington,426060,CSP,6F,N/A,Y
Bachelor of Science,Sydney – Kensington,429000,CSP,3F,80.00,Y
Bachelor of Science (Advanced Mathematics) (Honours),Sydney – Kensington,429300,CSP,4F,94.65,Y
"Bachelor of Science (Advanced Mathematics) (Honours)/Bachelor of Arts",Sydney – Kensington,429320,CSP,5F,97.85,Y
"Bachelor of Science (Advanced Mathematics) (Honours)/Bachelor of Engineering (Honours)",Sydney – Kensington,429330,CSP,6F,93.45,Y
"Bachelor of Science (Advanced Mathematics) (Honours)/Bachelor of Science (Computer Science)",Sydney – Kensington,429331,CSP,5F,93.45,Y
Bachelor of Science (Computer Science) Degrees,Sydney – Kensington,425800,CSP,3F,90.00,Y
Bachelor of Science (Computer Science)/Bachelor of Fine Arts,Sydney – Kensington,425810,CSP,4F,91.55,Y
Bachelor of Science/Bachelor of Arts,Sydney – Kensington,429200,CSP,4F,80.20,Y
Bachelor of Science/Bachelor of Education (Secondary),Sydney – Kensington,422110,CSP,4F,80.20,Y
Bachelor of Science/Bachelor of Fine Arts,Sydney – Kensington,429240,CSP,4F,80.40,Y
Bachelor of Science/Bachelor of Social Sciences,Sydney – Kensington,429210,CSP,4F,81.00,Y
Bachelor of Social Sciences,Sydney – Kensington,422301,CSP,3F,81.45,Y
Bachelor of Social Work (Honours),Sydney – Kensington,422400,CSP,4F,80.50,Y
Bachelor of Social Work (Honours)/Bachelor of Arts,Sydney – Kensington,422401,CSP,5.7F,81.65,Y
"Bachelor of Social Work (Honours)/Bachelor of Criminology and Criminal Justice",Sydney – Kensington,422403,CSP,5F,81.15,Y
Bachelor of Social Work (Honours)/Bachelor of Social Sciences,Sydney – Kensington,422402,CSP,5F,86.45,Y
Bachelor of Vision Science,Sydney – Kensington,429740,CSP,3F,92.35,Y
Bachelor of Vision Science/Master of Clinical Optometry,Sydney – Kensington,429750,CSP,5F,99.50,Y
Double Actuarial Studies,Sydney – Kensington,424350,CSP,4-5F,98.00,Y
Double Commerce,Sydney – Kensington,424100,CSP,4-5F,93.00,Y
Double Economics,Sydney – Kensington,424450,CSP,4-5F,91.15,Y
Double Law,Sydney – Kensington,426000,CSP,5-6.7F,N/A,Y
Undergraduate Certificate in Computer Science,Sydney – Kensington,425970,CSP,0.7F,85.35,N
Undergraduate Certificate in Engineering,Sydney – Kensington,425960,CSP,0.7F,85.40,N
University Preparation Program,Sydney – Kensington,430200,CSP,1-1.3P,N/A,N
UNSW Preparation Program (Business),Sydney – Kensington,430110,CSP,1F,N/A,N
UNSW Preparation Program (Engineering),Sydney – Kensington,430120,CSP,1F,N/A,N
UNSW Preparation Program (Humanities),Sydney – Kensington,430100,CSP,1F,N/A,N
UNSW Preparation Program (Science),Sydney – Kensington,430130,CSP,1F,N/A,N


Bachelor of Accounting,Bankstown City,721070 CSP,3F/6P,77.20,Y
Bachelor of Accounting,Campbelltown,721072 CSP,3F/6P,75.75,Y
Bachelor of Accounting,Parramatta City,721074 CSP,3F/6P,75.20,Y
Bachelor of Accounting,Sydney City,721077 CSP,3F,81.95,Y
Bachelor of Accounting/Bachelor of Laws,Campbelltown,725048 CSP,5F/10P,N/A,Y
Bachelor of Accounting/Bachelor of Laws,Parramatta,725050 CSP,5F/10P,N/A,Y
Bachelor of Advanced Medical Science,Campbelltown,720233 CSP,3F/6P,87.95,Y
Bachelor of Advanced Medical Science,Parramatta,720235 CSP,3F/6P,85.55,Y
Bachelor of Advanced Science,Campbelltown,720252 CSP,3F/6P,88.05,Y
Bachelor of Advanced Science,Hawkesbury,720253 CSP,3F/6P,N/A,Y
Bachelor of Advanced Science,Parramatta,720254 CSP,3F/6P,86.55,Y
Bachelor of Architectural Design,Parramatta City,722547 CSP,3F/6P,75.10,Y
Bachelor of Arts,Bankstown City,720510 CSP,3F/6P,60.50,Y
Bachelor of Arts,Parramatta,720515 CSP,3F/6P,60.15,Y
Bachelor of Arts,Penrith,720518 CSP,3F/6P,68.95,Y
Bachelor of Arts (Dean's Scholars),Bankstown City,720100 CSP,3F/6P,N/A,Y
Bachelor of Arts (Dean's Scholars),Parramatta,720102 CSP,3F/6P,N/A,Y
Bachelor of Arts (Dean's Scholars),Penrith,720104 CSP,3F/6P,N/A,Y
Bachelor of Arts (Interpreting and Translation),Parramatta City,720521 CSP,3F/6P,94.60,Y
Bachelor of Arts (Interpreting and Translation) Dean's Scholars,Parramatta City,720106 CSP,3F/6P,N/A,Y


Bachelor of Arts (Pathway to Teaching Primary)/Master of Teaching (Primary),Bankstown City,729000 CSP,4–4.5F/EqP,62.30,Y
Bachelor of Arts (Pathway to Teaching Primary)/Master of Teaching (Primary),Parramatta,729004 CSP,4–4.5F/EqP,60.10,Y
Bachelor of Arts (Pathway to Teaching Primary)/Master of Teaching (Primary),Penrith,729005 CSP,4–4.5F/EqP,61.75,Y
Bachelor of Arts (Pathway to Teaching Secondary) Dean's Scholars/Master of,,,,,
YTeaching (Secondary),Bankstown City,720114 CSP,4F/7P,N/A,
Bachelor of Arts (Pathway to Teaching Secondary) Dean's Scholars/Master of,,,,,
YTeaching (Secondary),Parramatta,720115 CSP,4F/7P,N/A,


"Bachelor of Arts (Pathway to Teaching Secondary) Dean's Scholars/Master of Teaching (Secondary)",Penrith,720116,CSP,4F/7P,98.55,Y
"Bachelor of Arts (Pathway to Teaching Secondary)/Master of Teaching (Secondary)",Bankstown City,729011,CSP,4–4.5F/EqP,64.50,Y
"Bachelor of Arts (Pathway to Teaching Secondary)/Master of Teaching (Secondary)",Parramatta,729014,CSP,4–4.5F/EqP,64.55,Y
"Bachelor of Arts (Pathway to Teaching Secondary)/Master of Teaching (Secondary)",Penrith,729016,CSP,4–4.5F/EqP,N/A,Y
Bachelor of Arts (Psychology)/Bachelor of Laws,Campbelltown,725012,CSP,5.5F/11P,95.00,Y
Bachelor of Arts (Psychology)/Bachelor of Laws,Parramatta,725014,CSP,5.5F/11P,90.95,Y
Bachelor of Arts/Bachelor of Business,Bankstown City,720600,CSP,4F/8P,67.05,Y
Bachelor of Arts/Bachelor of Business,Parramatta,720605,CSP,4F/8P,66.90,Y
Bachelor of Arts/Bachelor of Creative Industries,Parramatta,720731,CSP,4F/8P,66.65,Y
Bachelor of Arts/Bachelor of Laws,Campbelltown,725011,CSP,5F/10P,99.95,Y
Bachelor of Arts/Bachelor of Laws,Parramatta,725013,CSP,5F/10P,99.95,Y
Bachelor of Arts/Bachelor of Social Science,Bankstown City,720610,CSP,4F/8P,71.65,Y
Bachelor of Arts/Bachelor of Social Science,Parramatta,720612,CSP,4F/8P,69.70,Y
Bachelor of Arts/Bachelor of Social Science,Penrith,720614,CSP,4F/8P,87.30,Y
Bachelor of Building Design Management,Parramatta,722516,CSP,4F/8P,61.90,Y
Bachelor of Business,Parramatta City,721007,CSP,3F/6P,65.00,Y
Bachelor of Business,Bankstown City,721005,CSP,3F/6P,65.00,Y
Bachelor of Business,Campbelltown,721006,CSP,3F/6P,65.80,Y
Bachelor of Business,Sydney City,721008,CSP,3F,65.10,Y
"Bachelor of Business (Pathway to Teaching Secondary)/Master of Teaching (Secondary)",Parramatta City,729052,CSP,4.5–5F/EqP,78.45,Y
"Bachelor of Business (Pathway to Teaching Secondary)/Master of Teaching (Secondary)",Bankstown City,729050,CSP,4.5–5F/EqP,N/A,Y
"Bachelor of Business (Pathway to Teaching Secondary)/Master of Teaching (Secondary)",Campbelltown,729051,CSP,4.5–5F/EqP,75.50,Y
Bachelor of Business (Property),Distance,729200,CSP,3F/6P/D,67.05,N
Bachelor of Business/Bachelor of Laws,Campbelltown,725015,CSP,5F/10P,90.95,Y
Bachelor of Business/Bachelor of Laws,Parramatta,725016,CSP,5F/10P,91.35,Y
Bachelor of Communication,Online,729210,CSP,3F/6P/D,76.25,N
Bachelor of Communication,Parramatta,720700,CSP,3F/6P,65.40,Y
Bachelor of Communication,Penrith,720705,CSP,3F/6P,65.80,Y
Bachelor of Communication,Sydney City,720708,CSP,3F,66.65,Y
Bachelor of Communication (Dean's Scholars),Parramatta,720120,CSP,3F/6P,N/A,N
