Course name,Campus,"Course code","Fee type", Duration,"Prev LSR","Avail INT"
Bachelor of Engineering (Hons) Renewable Energy Dip Prof Eng Prac,City,603070,CSP,5F/10P,95.05,Y
Bachelor of Engineering (Hons) Software,City,603086,CSP,4F/EqP,80.00,Y
Bachelor of Engineering (Hons) Software Dip Prof Eng Prac,City,603085,CSP,5F/EqP,80.50,Y
Bachelor of Engineering Science Bachelor of Laws,City,609050,CSP,5.5F,96.35,Y
Bachelor of Environmental Biology,City,607033,CSP,3F/6P,72.70,Y
Bachelor of Forensic Science,City,607020,CSP,3F/6P,85.45,Y
Bachelor of Forensic Science Bachelor of Creative Intelligence and Innovation,City,609587,CSP,4F/8P,N/A,Y
Bachelor of Forensic Science Bachelor of International Studies,City,609252,CSP,5F,91.85,Y
Bachelor of Forensic Science Bachelor of Laws,City,609068,CSP,5F,96.65,Y
Bachelor of Games Development,City,603225,CSP,3F/6P,81.00,Y
Bachelor of Health Science*,City,606050,CSP,3F,70.25,Y


Bachelor of Health Science Bachelor of Business*,City,609613,CSP,4F,76.30,Y
Bachelor of Health Science Bachelor of Creative Intelligence and Innovation*,City,609571,CSP,4F,N/A,Y
Bachelor of Health Science Bachelor of Economics*,City,609612,CSP,4F,76.35,Y
Bachelor of Health Science Bachelor of International Studies*,City,609155,CSP,5F,85.45,Y
Bachelor of Health Science Bachelor of Management*,City,609611,CSP,4F,80.40,Y
Bachelor of Health Science Bachelor of Sustainability and Environment*,City,609802,CSP,4F,75.70,Y
Bachelor of Information Systems,City,603215,CSP,3F/6P,81.80,Y
Bachelor of Information Systems Bachelor of Business,City,603221,CSP,4F/EqP,82.15,Y
Bachelor of Information Technology,City,603201,CSP,3F/6P,80.05,Y
Bachelor of Information Technology Dip Information Technology Professional Practice,City,603200,CSP,4F/8P,80.60,Y
Bachelor of Information Technology (Co-op),City,603210,CSP,3F,N/A,N
Bachelor of Information Technology Bachelor of Business,City,603220,CSP,4F,82.20,Y
Bachelor of Information Technology Bachelor of Creative Intelligence and Innovation,City,609565,CSP,4F,80.65,Y
Bachelor of Information Technology Bachelor of International Studies,City,609230,CSP,5F,90.10,Y
Bachelor of Information Technology Bachelor of Laws,City,609020,CSP,5F,96.35,Y
Bachelor of Landscape Architecture (Hons),City,602020,CSP,4F/EqP,78.15,Y
Bachelor of Laws,City,604000,CSP,4F,96.00,Y
Bachelor of Laws,City,604001,CSP,6.5P,N/A,N
Bachelor of Laws Bachelor of Creative Intelligence and Innovation,City,609575,CSP,4F,96.25,Y
Bachelor of Laws Bachelor of International Studies,City,609070,CSP,5F,96.20,Y
Bachelor of Management (Digital Creative Enterprise),City,601065,CSP,3F,82.00,Y
Bachelor of Management (Events),City,601068,CSP,3F,80.00,Y
Bachelor of Management (Events) Bachelor of Creative Intelligence and Innovation,City,609532,CSP,4F/8P,80.90,Y
Bachelor of Management (Sport Business),City,601070,CSP,3F,80.10,Y
Bachelor of Management (Sport Business) Bachelor of Creative Intelligence and Innovation,City,609533,CSP,4F/8P,80.00,Y
Bachelor of Management Bachelor of International Studies,City,609090,CSP,5F,80.75,Y
Bachelor of Management Bachelor of Sustainability and Environment,City,609801,CSP,4F,88.15,Y
Bachelor of Marine Biology and Climate Change,City,607035,CSP,3F/6P,79.50,Y
Bachelor of Mathematical Sciences,City,607081,CSP,3F,92.55,Y
Bachelor of Mathematical Sciences Bachelor of International Studies,City,609601,CSP,5F,N/A,Y
Bachelor of Medical Science (Medical and Health-related Sciences),City,607052,CSP,3F/6P,87.10,Y
Bachelor of Medical Science (Pathology),City,607051,CSP,3F/6P,83.55,Y
Bachelor of Medical Science Bachelor of Business,City,609175,CSP,4F/8P,90.40,Y
Bachelor of Medical Science Bachelor of International Studies,City,609255,CSP,5F,91.05,Y
Bachelor of Medical Science Bachelor of Laws,City,609065,CSP,5F,96.35,Y
Bachelor of Midwifery,City,606010,CSP,3F,91.55,N
Bachelor of Midwifery Bachelor of Creative Intelligence and Innovation,City,609570,CSP,4F,91.00,N
Bachelor of Molecular Biotechnology,City,607045,CSP,3F/6P,85.30,Y
Bachelor of Molecular Biotechnology Bachelor of Business,City,609176,CSP,4F/8P,91.50,Y
Bachelor of Music and Sound Design,City,600006,CSP,3F,70.15,Y
Bachelor of Music and Sound Design Bachelor of Creative Intelligence and Innovation,City,609490,CSP,4F,74.90,Y
Bachelor of Music and Sound Design Bachelor of International Studies,City,609296,CSP,5F,76.10,Y
Bachelor of Nursing,City,606000,CSP,3F,73.10,Y
Bachelor of Nursing,City,606001,CSP,6P,83.40,N
Bachelor of Nursing (Accelerated Program: Enrolled Nurse),City,606004,CSP,2F/4P,N/A,N


Bachelor of Nursing Bachelor of Creative Intelligence and Innovation,City,609568,CSP,4F,80.50,Y
Bachelor of Nursing Bachelor of International Studies,City,609150,CSP,5F,80.25,Y
Bachelor of Property Economics,City,602033,CSP,3F/EqP,80.25,Y
Bachelor of Property Economics Bachelor of International Studies,City,609200,CSP,5F/EqP,85.40,Y
Bachelor of Science (Biotechnology/Medical Science),City,607015,CSP,3F/6P,76.25,Y
Bachelor of Science (Chemistry),City,607005,CSP,3F/6P,74.10,Y
Bachelor of Science (Environmental Sciences),City,607011,CSP,3F/6P,73.75,Y
Bachelor of Science (Flexible),City,607001,CSP,3F/6P,75.95,Y
Bachelor of Science (Mathematics),City,607003,CSP,3F/6P,82.10,Y
Bachelor of Science (Physics),City,607009,CSP,3F/6P,72.15,Y
Bachelor of Science Bachelor of Business,City,609170,CSP,4F/8P,87.40,Y
Bachelor of Science Bachelor of Creative Intelligence and Innovation,City,609585,CSP,4F/8P,84.90,Y
Bachelor of Science Bachelor of International Studies,City,609250,CSP,5F,84.80,Y
Bachelor of Science Bachelor of Laws,City,609060,CSP,5F,96.75,Y
Bachelor of Science Bachelor of Sustainability and Environment,City,609803,CSP,4F,80.10,Y
Bachelor of Science Master of Teaching in Secondary Education (Biology, Chemistry and Environmental Science),City,600050,CSP,4F,76.30,Y
Bachelor of Science Master of Teaching in Secondary Education (Chemistry and Physics, Junior Mathematics),City,600052,CSP,4F,93.75,Y
Bachelor of Science Master of Teaching in Secondary Education (Mathematics and Mathematics/Physics),City,600053,CSP,4F,77.70,Y
Bachelor of Sport and Exercise Management,Moore Park,606030,CSP,3F,72.30,Y
Bachelor of Sport and Exercise Management Bachelor of International Studies,"City/Moore Park",609085,CSP,5F,87.00,Y
Bachelor of Sport and Exercise Science,Moore Park,606020,CSP,3F,83.05,Y
Bachelor of Sport and Exercise Science (Exercise Therapy),Moore Park,606021,CSP,3F,99.35,N
Bachelor of Sport and Exercise Science Bachelor of Creative Intelligence and Innovation,City,609580,CSP,4F,91.00,Y
Bachelor of Sport and Exercise Science Bachelor of International Studies,"City/Moore Park",609080,CSP,5F,86.45,Y
Bachelor of Technology (Advanced Manufacturing),City,603141,CSP,3F/6P,N/A,N
Bachelor of Technology (Flexible Engineering),City,603142,CSP,3F/6P,75.45,N
Bachelor of Technology Master of Teaching in Secondary Education (TAS – Computing/Mathematics),City,600063,CSP,4.5F,78.95,Y


Bachelor of Arts,UOW Wollongong,753101,CSP,3F/EqP,70.20,Y
Bachelor of Arts,UOW Shoalhaven,753102,CSP,3F/EqP,70.20,Y
Bachelor of Arts,UOW Eurobodalla,753106,CSP,3F/EqP,70.20,N
Bachelor of Arts,UOW Bega Valley,753107,CSP,3F/EqP,70.20,N
Bachelor of Arts,UOW Southern Highlands,753108,CSP,3F/EqP,70.20,N
Bachelor of Arts (Psychology),UOW Wollongong,753200,CSP,3F/EqP,75.05,Y
Bachelor of Arts (Psychology)/Bachelor of Business,UOW Wollongong,751228,CSP,4.5F/EqP,75.05,Y
Bachelor of Arts (Psychology)/Bachelor of Laws,UOW Wollongong,751200,CSP,5F/EqP,90.60,Y
Bachelor of Arts/Bachelor of Business,UOW Wollongong,751229,CSP,4.5F/EqP,75.35,Y
Bachelor of Arts/Bachelor of Communication and Media,UOW Wollongong,751350,CSP,4.5F/EqP,70.30,Y
Bachelor of Arts/Bachelor of International Studies,UOW Wollongong,751310,CSP,4.5F/EqP,73.00,Y
Bachelor of Arts/Bachelor of Laws,UOW Wollongong,751201,CSP,5F/EqP,90.60,Y
Bachelor of Business,UOW Wollongong,751237,CSP,3F/EqP,75.35,Y
Bachelor of Business,UOW Shoalhaven,751238,CSP,3F/EqP,74.25,N
Bachelor of Business,UOW Eurobodalla,751239,CSP,3F/EqP,74.25,N
Bachelor of Business,UOW Bega Valley,751240,CSP,3F/EqP,74.25,N
Bachelor of Business,UOW Southern Highlands,751241,CSP,3F/EqP,74.25,N
Bachelor of Business,UOW Sutherland,751242,CSP,3F/EqP,74.25,Y
Bachelor of Business,UOW Liverpool,751243,CSP,3F/EqP,75.35,Y
Bachelor of Business - TAFE Advanced Diploma of Event Management,UOW Wollongong,751275,CSP,3F/EqP,76.05,N
"Bachelor of Business - TAFE Advanced Diploma of Hospitality Management",UOW Wollongong,751276,CSP,3F/EqP,76.05,N
"Bachelor of Business - TAFE Advanced Diploma of Travel and Tourism Management",UOW Wollongong,751277,CSP,3F/EqP,76.05,N
Bachelor of Business Administration,UOW Wollongong,751261,CSP,3F/EqP,72.60,Y
Bachelor of Business Administration,UOW Liverpool,751262,CSP,3F/EqP,72.60,Y
Bachelor of Business Administration,UOW Shoalhaven,751263,CSP,3F/EqP,72.60,N
Bachelor of Business Administration,UOW Eurobodalla,751264,CSP,3F/EqP,72.60,N
Bachelor of Business Administration,UOW Bega Valley,751265,CSP,3F/EqP,72.60,N
Bachelor of Business Administration,UOW Southern Highlands,751266,CSP,3F/EqP,72.60,N
Bachelor of Business Administration,UOW Sutherland,751267,CSP,3F/EqP,72.60,Y
Bachelor of Business Administration/Bachelor of Information Technology,UOW Wollongong,751259,CSP,4.5F/EqP,76.30,Y
Bachelor of Business Administration/Bachelor of Information Technology,UOW Liverpool,751260,CSP,4.5F/EqP,76.30,Y


Bachelor of Business Information Systems,UOW Wollongong,754500,CSP,3F/EqP,75.65,Y
Bachelor of Business Information Systems,UOW Liverpool,754505,CSP,3F/EqP,75.65,Y
Bachelor of Business/Bachelor of Laws,UOW Wollongong,751251,CSP,5F/EqP,90.60,Y
Bachelor of Business/Bachelor of Laws,UOW Liverpool,751252,CSP,5F/EqP,90.60,Y
Bachelor of Business/Master of Business,UOW Wollongong,751319,CSP,4.5F/EqP,N/A,N
Bachelor of Business/Master of Business Analytics,UOW Wollongong,751322,CSP,4.5F/EqP,N/A,N
Bachelor of Communication and Media,UOW Wollongong,753110,CSP,3F/EqP,70.30,Y
Bachelor of Communication and Media/Bachelor of Business,UOW Wollongong,751254,CSP,4.5F/EqP,75.35,Y
Bachelor of Communication and Media/Bachelor of International Studies,UOW Wollongong,751354,CSP,4.5F/EqP,73.00,Y
Bachelor of Communication and Media/Bachelor of Laws,UOW Wollongong,751210,CSP,5F/EqP,90.60,Y
Bachelor of Computer Science,UOW Wollongong,754100,CSP,3F/EqP,75.75,Y
Bachelor of Computer Science,UOW Liverpool,754120,CSP,3F/EqP,75.75,Y
Bachelor of Computer Science (Cyber Security) - Cyber Academy,Distance,754130,CSP,3F,75.75,N
Bachelor of Computer Science (Dean's Scholar),UOW Wollongong,754110,CSP,3F/EqP,97.40,Y
Bachelor of Computer Science/Bachelor of Laws,UOW Wollongong,751203,CSP,6F/EqP,90.60,Y
Bachelor of Computer Science/Bachelor of Laws,UOW Liverpool,751222,CSP,6F/EqP,90.60,Y
Bachelor of Computer Science/Bachelor of Science,UOW Wollongong,751402,CSP,4.5F/EqP,75.75,Y
Bachelor of Conservation Biology (Honours),UOW Wollongong,757627,CSP,4F/EqP,80.45,Y
Bachelor of Creative Arts (Creative Writing),UOW Wollongong,754601,CSP,3F/EqP,71.35,Y
Bachelor of Creative Arts (Music),UOW Wollongong,754603,CSP,3F/EqP,71.35,Y
Bachelor of Creative Arts (Visual Arts and Design),UOW Wollongong,754607,CSP,3F/EqP,71.35,Y
Bachelor of Creative Arts (Visual Arts),UOW Wollongong,754605,CSP,3F/EqP,71.35,Y
Bachelor of Creative Arts/Bachelor of Arts,UOW Wollongong,751501,CSP,4.5F/EqP,71.35,Y
Bachelor of Creative Arts/Bachelor of Business,UOW Wollongong,751231,CSP,4.5F/EqP,75.35,Y
Bachelor of Creative Arts/Bachelor of Communication and Media,UOW Wollongong,751506,CSP,4.5F/EqP,70.30,Y
Bachelor of Creative Arts/Bachelor of Journalism,UOW Wollongong,751507,CSP,4.5F/EqP,73.05,Y
Bachelor of Creative Arts/Bachelor of Laws,UOW Wollongong,751204,CSP,5F/EqP,90.60,Y
Bachelor of Creative Arts/Bachelor of Science,UOW Wollongong,751504,CSP,4.5F/EqP,70.20,Y
Bachelor of Data Science and Analytics,UOW Wollongong,756522,CSP,3F/EqP,88.90,Y
Bachelor of Economics and Finance,UOW Wollongong,753670,CSP,3F/EqP,81.00,Y
Bachelor of Economics and Finance,UOW Shoalhaven,753671,CSP,3F/EqP,81.00,N
Bachelor of Economics and Finance,UOW Eurobodalla,753672,CSP,3F/EqP,81.00,N
Bachelor of Economics and Finance,UOW Bega Valley,753673,CSP,3F/EqP,81.00,N
Bachelor of Economics and Finance,UOW Southern Highlands,753674,CSP,3F/EqP,81.00,N
Bachelor of Economics and Finance,UOW Sutherland,753675,CSP,3F/EqP,81.00,Y
Bachelor of Economics and Finance/Bachelor of Laws,UOW Wollongong,751216,CSP,5.5F/EqP,90.60,Y
Bachelor of Economics and Finance/Master of Business,UOW Wollongong,751323,CSP,4.5F/EqP,N/A,N
Bachelor of Economics and Finance/Master of Business Analytics,UOW Wollongong,751324,CSP,4.5F/EqP,N/A,N
Bachelor of Education – The Early Years,UOW Wollongong,755113,CSP,4F/EqP,71.10,Y
Bachelor of Education – The Early Years (Flexible),UOW Wollongong,755111,CSP,4F/EqP,71.10,N
Bachelor of Engineering (Honours) (Architectural),UOW Wollongong,755609,CSP,4F/EqP,80.00,Y
Bachelor of Engineering (Honours) (Biomedical),UOW Wollongong,755610,CSP,4F/EqP,80.00,Y
Bachelor of Engineering (Honours) (Civil),UOW Wollongong,755611,CSP,4F/EqP,80.00,Y
"Bachelor of Engineering (Honours) (Computer and Autonomous Systems)",UOW Wollongong,755621,CSP,4F/EqP,80.00,Y
Bachelor of Engineering (Honours) (Electrical and Electronics),UOW Wollongong,755622,CSP,4F/EqP,80.00,Y
Bachelor of Engineering (Honours) (Environmental),UOW Wollongong,755612,CSP,4F/EqP,80.00,Y


Bachelor of Engineering (Honours) (Flexible First Year),UOW Wollongong,755624,CSP,4F/EqP,80.00,Y
Bachelor of Engineering (Honours) (Materials),UOW Wollongong,755613,CSP,4F/EqP,80.00,Y
"Bachelor of Engineering (Honours) (Mechanical or Mechatronic)/
Bachelor of Exercise Science",UOW Wollongong,751625,CSP,5.5F/EqP,80.00,Y
Bachelor of Engineering (Honours) (Mechanical),UOW Wollongong,755614,CSP,4F/EqP,80.00,Y
Bachelor of Engineering (Honours) (Mechatronic),UOW Wollongong,755616,CSP,4F/EqP,80.00,Y
Bachelor of Engineering (Honours) (Mining),UOW Wollongong,755615,CSP,4F/EqP,80.00,Y
Bachelor of Engineering (Honours) (Scholar),UOW Wollongong,755601,CSP,4F/EqP,97.40,Y
"Bachelor of Engineering (Honours) (Telecommunications Engineering and Internet of Things)",UOW Wollongong,755623,CSP,4F/EqP,80.00,Y
Bachelor of Engineering (Honours)/Bachelor of Arts,UOW Wollongong,751302,CSP,5.5F/EqP,80.00,Y
Bachelor of Engineering (Honours)/Bachelor of Business,UOW Wollongong,751258,CSP,5.5F/EqP,80.00,Y
Bachelor of Engineering (Honours)/Bachelor of Computer Science,UOW Wollongong,751609,CSP,5.5F/EqP,80.00,Y
Bachelor of Engineering (Honours)/Bachelor of Laws,UOW Wollongong,751208,CSP,7F/EqP,90.60,Y
Bachelor of Engineering (Honours)/Bachelor of Mathematics,UOW Wollongong,751610,CSP,5.5F/EqP,80.00,Y
Bachelor of Engineering (Honours)/Bachelor of Science,UOW Wollongong,751624,CSP,5.5F/EqP,80.00,Y
Bachelor of Engineering (Honours)/Bachelor of Science (Physics),UOW Wollongong,751623,CSP,5.5F/EqP,80.00,Y
Bachelor of Environmental Science (Honours),UOW Wollongong,757612,CSP,4F/EqP,80.45,Y
Bachelor of Exercise Science,UOW Wollongong,757642,CSP,3F/EqP,75.00,Y
Bachelor of Exercise Science and Rehabilitation,UOW Wollongong,757643,CSP,4F/EqP,91.30,Y
Bachelor of Geography,UOW Wollongong,755250,CSP,3F/EqP,79.30,Y
Bachelor of Health and Physical Education,UOW Wollongong,755101,CSP,4F/EqP,76.05,Y
Bachelor of Information Technology,UOW Wollongong,754300,CSP,3F/EqP,76.30,Y
Bachelor of Information Technology,UOW Liverpool,754305,CSP,3F/EqP,76.30,Y
Bachelor of Information Technology (Dean's Scholar),UOW Wollongong,754310,CSP,3F/EqP,97.40,Y
Bachelor of Information Technology/Bachelor of Laws,UOW Wollongong,751213,CSP,5.5F/EqP,90.60,Y
Bachelor of Information Technology/Bachelor of Laws,UOW Liverpool,751223,CSP,5.5F/EqP,90.60,Y
Bachelor of International Studies,UOW Wollongong,753121,CSP,3F/EqP,73.00,Y
Bachelor of International Studies,UOW Liverpool,753123,CSP,3F/EqP,73.00,Y
Bachelor of International Studies/Bachelor of Business,UOW Wollongong,751232,CSP,4.5F/EqP,75.35,Y
Bachelor of International Studies/Bachelor of Business,UOW Liverpool,751233,CSP,4.5F/EqP,75.35,Y
Bachelor of International Studies/Bachelor of Laws,UOW Wollongong,751212,CSP,5F/EqP,90.60,Y
Bachelor of International Studies/Bachelor of Laws,UOW Liverpool,751224,CSP,5F/EqP,90.60,Y
Bachelor of Journalism,UOW Wollongong,754700,CSP,3F/EqP,73.05,Y
Bachelor of Journalism/Bachelor of Arts,UOW Wollongong,751660,CSP,4.5F/EqP,73.05,Y
Bachelor of Journalism/Bachelor of Communication and Media,UOW Wollongong,751664,CSP,4.5F/EqP,73.05,Y
Bachelor of Journalism/Bachelor of International Studies,UOW Wollongong,751666,CSP,4.5F/EqP,73.00,Y
Bachelor of Journalism/Bachelor of Laws,UOW Wollongong,751211,CSP,5F/EqP,90.60,Y
Bachelor of Journalism/Bachelor of Science,UOW Wollongong,751663,CSP,4.5F/EqP,70.20,Y
Bachelor of Laws (Direct Entry),UOW Wollongong,756100,CSP,4F/EqP,96.45,Y
Bachelor of Laws (Direct Entry),UOW Liverpool,756110,CSP,4F/EqP,96.45,Y
Bachelor of Laws (Graduate Entry),UOW Wollongong,756101,CSP,3F/EqP,N/A,N
Bachelor of Laws (Graduate Entry),UOW Liverpool,756111,CSP,3F/EqP,N/A,N
Bachelor of Laws (Graduate Entry),UOW Sydney CBD,756120,CSP,3F/EqP,N/A,N
Bachelor of Marine Science,UOW Wollongong,757622,CSP,3F/EqP,new,Y
Bachelor of Mathematics,UOW Wollongong,756511,CSP,3F/EqP,85.85,Y
Bachelor of Mathematics Advanced,UOW Wollongong,756512,CSP,3F/EqP,N/A,Y
Bachelor of Mathematics and Finance (Honours),UOW Wollongong,756503,CSP,4F/EqP,87.85,Y


Bachelor of Mathematics and Finance (Honours) (Dean's Scholar),UOW Wollongong,756520,CSP,4F/EqP,97.40,Y
Bachelor of Mathematics Education,UOW Wollongong,755102,CSP,4F/EqP,96.10,Y
Bachelor of Mathematics/Bachelor of Computer Science,UOW Wollongong,751701,CSP,4.5F/EqP,75.75,Y
Bachelor of Mathematics/Bachelor of Laws,UOW Wollongong,751206,CSP,5F/EqP,90.60,Y
Bachelor of Mathematics/Bachelor of Science (Physics),UOW Wollongong,751805,CSP,4.5F/EqP,N/A,Y
Bachelor of Medical and Health Sciences,UOW Wollongong,757630,CSP,3F/EqP,75.80,Y
Bachelor of Medical and Health Sciences (Honours) (Dean's Scholar),UOW Wollongong,757631,CSP,4F/EqP,97.00,Y
Bachelor of Medical and Radiation Physics,UOW Wollongong,757616,CSP,3F/EqP,80.45,Y
Bachelor of Medical and Radiation Physics Advanced Honours,UOW Wollongong,757603,CSP,4F/EqP,95.50,Y
Bachelor of Medical Biotechnology (Honours),UOW Wollongong,757611,CSP,4F/EqP,80.45,Y
Bachelor of Medicinal Chemistry (Honours),UOW Wollongong,757613,CSP,4F/EqP,80.45,Y
Bachelor of Neuroscience,UOW Wollongong,753240,CSP,3F/EqP,90.30,Y
Bachelor of Nursing,UOW Wollongong,757101,CSP,3F,65.10,Y
Bachelor of Nursing,UOW Bega Valley,757102,CSP,3F,65.10,Y
Bachelor of Nursing,UOW Shoalhaven,757103,CSP,3F,65.10,Y
Bachelor of Nursing,UOW Sutherland,757104,CSP,3F,65.10,N
Bachelor of Nursing,UOW Eurobodalla,757105,CSP,3F,65.10,Y
Bachelor of Nursing,UOW Liverpool,757106,CSP,3F,65.10,Y
Bachelor of Nursing (Enrolled Nurses-Dip Nursing Entry),UOW Wollongong,757111,CSP,2F,N/A,N
Bachelor of Nursing (Enrolled Nurses-Dip Nursing Entry),UOW Bega Valley,757112,CSP,2F,N/A,N
